session_id,session_position,session_length,track_id_clean,not_skipped
0_0413c2c7-e4c6-4660-b7e4-8fc758bdf53d,20,20,t_b06cf9b1-8198-4b9f-ad64-381f500afb58,False
0_0413d879-49d5-42b0-abb9-1bbf06311603,20,20,t_aebadd5b-db66-4264-be13-137e2bf89801,False
0_0413da46-bb29-4576-9f4b-5df4d5a282bc,19,19,t_33d74418-98e1-4d91-97b7-d6d705372401,True
0_04140e8f-5763-47b0-8158-8f42afb5d8df,20,20,t_f5bfb3aa-ad93-4999-85a5-7e303d76232a,True
0_041457a8-f38d-423f-bed2-97ea76a4c5eb,11,11,t_2ce49ce8-2eac-4eac-87f6-452f2dead6c5,True
0_04149ea7-c2c7-4bc5-bb92-12f98ca0bc67,15,15,t_78a89d66-b857-4d74-af3f-582057dcf346,False
0_0414b506-9882-47be-b784-2822b3fb6519,20,20,t_dd79bdab-e4d3-4974-9e3a-86835e67518a,False
0_04150305-50d6-40ba-a7db-86ed9dc9b242,20,20,t_2b0c8dd1-569d-4e64-aa2c-c25869919023,False
0_0415536e-519a-42a5-86ef-66c525573c91,20,20,t_cff8e15a-ae45-4d1b-b466-a9ecaac4ddd9,True
0_0415a2d1-166a-41cf-a191-12dcf866cf6d,18,18,t_f9d9ad34-8301-45c9-9dad-980281c038c4,True
0_0416168f-4a97-464b-9148-4bd5038eb5c7,14,14,t_78b908e3-62db-4021-ac90-2ed146bcea8d,True
0_0416a4f8-77f7-45fe-a968-93a464afd15f,20,20,t_f010d4f0-a997-4a3d-a17d-230d4c66910b,False
0_0416ad2e-4cfe-49c8-a713-64dedbed1251,19,19,t_0cd3a48e-d567-4166-b4ad-ad42982d7330,False
0_0416b2b5-d159-4451-aac1-e2edf388af64,15,15,t_cd4ad858-872d-443b-83cf-cd11671111a7,True
0_04173dbe-bb22-4afe-854f-d90f1b64991b,20,20,t_c62a6914-7fdb-4165-8e3e-77299df1372c,True
0_0417aa37-95c7-441b-9bfa-80361533a788,20,20,t_d1417b15-8295-443a-a290-8a8f64d98d29,False
0_041812f4-a173-4087-a2ba-3b1c1473d6de,12,12,t_3cd66b57-d52e-4140-aec0-05fdf66aab70,False
0_0418b8bc-22c1-44ab-926b-08d5e42712ea,17,17,t_a41e2585-276f-44f4-93dc-92881a55cabe,True
0_0418fae7-2bc3-4d6c-8594-75ff5bc1df98,20,20,t_6f885bf8-dce7-4cb7-9890-642920f8e7f9,False
0_04198efb-ef2d-4292-964e-908400c6a67c,12,12,t_f83f348b-b4ff-4151-9a3a-f90c772c74e5,True
0_041a595c-a140-4614-804b-4a3d32a5f70a,20,20,t_92b6073f-d56b-48bd-95f2-985a5b675b2b,False
0_041b2cb7-f881-41df-b4b8-14b5459c1dd3,20,20,t_30b9dd6e-a73d-4b1a-8bfb-1d1d21d00882,True
0_041be509-b000-4003-8968-b54799f3e721,20,20,t_8e3f29ba-6789-4458-ab77-6b73d024bb13,True
0_041c1223-6c27-470e-9fe6-af438e268600,18,18,t_b3c377a5-dea4-4a4d-bccc-7be5d534e207,False
0_041c23eb-d090-45a1-95d0-0a7e7f066ff1,20,20,t_2363e7c6-b1b8-4b18-8166-ae6965d8dcfb,False
0_041c50bc-3e51-4480-a148-6e09f8dffef9,19,19,t_50c351fc-ce5f-4f31-833f-0224faa54930,True
0_041c9e92-1b2c-42c5-9dc0-96af5af98343,17,17,t_3e1bd124-b270-4c6a-9d21-5e54578d337e,True
0_041d467e-1fca-47e3-8d0e-dd6651dc71d0,17,17,t_5718ab08-3a15-4d3f-9e63-42b2f6805e31,False
0_041d7b2b-5481-4505-aa49-e816250257cb,20,20,t_46877fc5-2f15-472b-831b-f0a94ca2455f,False
0_041e20f0-9e37-4b38-a1eb-22f0e0ece2a9,20,20,t_ae428ca0-b661-4a9e-a6e4-a1d976fb2666,False
0_041ffed2-000d-4206-8bb1-92d1707a5d12,20,20,t_0fbae16a-c50e-46cf-92b1-fcdf3b74e52c,True
0_04200169-6d0e-42c2-a6d0-e389ccb8d8ad,12,12,t_9dead72f-8cd4-4813-8eab-cf67d628bacc,True
0_04200dd4-bd58-48bd-a019-9a394eb4a89b,18,18,t_a66ea088-b357-449a-8a1e-64dd0b8d6cb5,True
0_04202a08-756f-40b3-978f-325917c63adc,20,20,t_a4866f31-7b05-4003-9960-e2ba7e33ab89,True
0_0420e369-8688-4fba-9523-31329fbf2d6a,20,20,t_abcaac58-2a68-4e29-9da1-d50bed637bce,False
0_0420e7fa-d77e-4a43-82cd-904deeff5d54,20,20,t_d50267fa-9edc-4c48-8df9-530e22ec7102,False
0_0421309f-f1a1-48a1-85d5-9705ecb74b8b,20,20,t_9a6a192e-f696-488a-be4a-18d8b8bc5d95,False
0_0421761c-9e35-4544-9365-e974fe2c3b14,20,20,t_8d68515b-b041-40be-ad13-123a2417f8b4,False
0_0421b63d-0591-4f15-a33f-9843b4e1ff4c,12,12,t_ed6b82cb-0b62-4e27-ae27-d3d524b43ad9,True
0_0422a1a9-db62-45a6-94f5-8495f5ff3160,14,14,t_743aca7b-b0a9-42a6-97ca-966f67b20cc1,True
0_042319e4-f249-4370-a8a1-6390a2cd2468,13,13,t_bdd2d87c-ac06-40bb-a2de-669d31712feb,True
0_04235447-87b2-4362-8489-2801191f781b,10,10,t_f5f5c969-09c7-4d61-85ab-256775a3aa2c,False
0_04235e96-df55-46ef-b696-df35a8bf5c15,20,20,t_b9baaf2b-c66b-441e-ba6b-38d24209d9fe,False
0_0424f2f4-3612-44fd-98cb-95b4995c35ed,20,20,t_81b4338f-4082-491c-b9af-3a7c4648115d,False
0_0425abb2-1feb-4d13-9573-3b15b520d40d,16,16,t_92c7a02c-205b-4ca5-87bf-a244e6baa8cd,True
0_0425ac86-2d50-4d7f-8656-9bdde2c5155e,20,20,t_cfc6c629-96ac-48f3-804d-a61f450d6f7b,False
0_0425cbe1-4f3f-46c3-b4a8-d4b3597c7030,20,20,t_a66ea088-b357-449a-8a1e-64dd0b8d6cb5,False
0_042600d1-1370-4e2a-b53a-aba1973ae3a9,20,20,t_9a31436c-a57a-4d7a-9bbc-50f0deca33de,False
0_04263010-ebeb-47fd-9b99-b45a29f85db2,17,17,t_96cdcd26-8b6d-4839-85e0-127571aab17c,False
0_04265be7-3b6c-4bfe-8895-5fad83557b2c,20,20,t_4006a39b-8482-4d78-a0b7-2db8a47dd2e4,True
0_0426637d-4374-422e-a922-054e8fe7692c,20,20,t_ccaa489d-2ce8-4267-ac9e-99c5a4bd5f82,True
0_04269ea6-30c8-454f-a132-80207d43ad1f,15,15,t_d2b37895-2f93-4f04-b36b-c006d7d6cab3,True
0_04270b61-d972-4fe4-b559-cd319dd03789,20,20,t_fcb90952-0c6d-4644-86ac-951f6ec4b3ff,False
0_042769d7-33f1-4897-a157-9a9723f52125,20,20,t_8385a96b-c0a5-4666-a26f-778bbdca7d77,False
0_04278a6b-b1af-4a65-88a9-dfece46c7218,20,20,t_829fca8d-12e3-42ae-84f0-4c5005557b01,False
0_0427f1ae-0059-44a9-92f9-56eb21efb934,20,20,t_fc167863-627e-4111-b8f8-065411105f5a,True
0_04294dd1-1205-4a83-90bf-1bee6e48ab66,11,11,t_6d21a6b7-bdac-46cc-bc45-9c731cbc7233,True
0_042990e4-4ba6-484a-bede-07ae9de8886c,11,11,t_c1fe3b57-36c1-43d6-878a-2cc0aac01599,True
0_042994db-a762-455a-9db0-dadf03ff7c8a,20,20,t_6cad1e2d-79ff-4506-950e-30ccd7ae289b,False
0_0429eb1f-1e36-4494-938c-5ec0245d00f8,13,13,t_be38ff99-d006-440a-94da-fff1ddac40ae,True
0_042a1e9b-1237-4790-93b5-0926f7def8b7,20,20,t_775045d2-452d-45dd-a81d-4ecb508fe315,False
0_042a1ff7-3d0c-48dc-8b0c-b80522dcf62a,20,20,t_bcd6ec54-84dd-4669-9684-37884189af52,False
0_042a8159-4d88-4bd3-9096-c8f6188a2639,20,20,t_77c6409e-279b-4e80-a2ed-fa3e08c709b9,False
0_042aaebd-67b5-4f81-be41-cf54db79bfc1,20,20,t_191ce29b-f54e-4fcf-898c-1f47656d35e5,False
0_042abce4-3c6e-4e07-a064-9710114d301c,12,12,t_c9a37572-f7d5-4b30-bc26-184b2451939c,True
0_042ace4a-9e88-44c9-ae91-f412f62a3e15,20,20,t_61326f0e-c035-4a62-9c4c-cabab4ad9ab1,False
0_042b2e31-70ff-4bdb-994d-41924169ca39,20,20,t_9a29d16a-95b6-45e2-9305-3e8aed6ef686,False
0_042b32bf-5a56-45cc-800b-fd5b3ac292ab,20,20,t_1cc6192e-3248-4638-bd00-f8625415531a,True
0_042b7b71-0509-441f-b591-85e23388fbdf,20,20,t_74a3226d-0c56-4712-b855-c0e124da17b5,False
0_042c5185-c088-4a9a-b18c-fd43860df999,10,10,t_1b4f73a9-c09b-4d7c-8da6-663e96a2552d,False
0_042c9229-da57-440d-9018-e0629f3243ec,10,10,t_64c3ac03-ec6e-48ab-989d-46564f620108,False
0_042cbc3b-f74f-4499-84ec-485d30641e12,13,13,t_495f8800-be64-4eb4-b08c-ceb3b77be87c,True
0_042ce519-422d-4000-b79c-ccb3288703c9,20,20,t_72bb4c8e-ea3c-4af4-80ec-64dae418cec7,True
0_042ce94b-69ce-4386-8495-8510c61bd37e,10,10,t_9af2e663-74da-43cd-b220-bd4e10e8300d,False
0_042d4ffa-61e4-4d04-b593-6bfc809f7b7e,20,20,t_d04ef055-ae5b-4180-87b4-5c12cda8a194,False
0_042d5577-07c4-48f3-8ea2-d24f33d71c02,15,15,t_b637f179-aa70-4d20-a9f5-2a3e2246851c,False
0_042ebfde-8287-4d20-bf97-70783b73a960,16,16,t_8a034715-226a-47b4-a83f-ca485f1a5531,True
0_042f8f70-9c38-48e1-8880-084332751ffc,20,20,t_3efb2b1b-e37f-48c6-b1a9-e92d636dd420,False
0_043016ca-2005-4ac9-89ba-460283d1ef65,20,20,t_1e5b24d5-6f38-438f-8359-3057b1d96ccb,False
0_04305b55-0a7a-4d07-8416-5f05261ae0ad,10,10,t_8b4870e8-966e-4fa3-9712-12a550bdfe6a,True
0_04307487-681e-4d94-bac2-95ff3038596d,15,15,t_b46b7ecd-0a21-4e2e-9194-4464300bd186,True
0_04314e42-4232-4ad3-a0f9-19a3705ef7ee,13,13,t_973dae9c-b160-4e33-87c3-87e31a37c800,False
0_04316409-bfb9-4f49-8de3-c61aa5aa86a9,11,11,t_92c7a02c-205b-4ca5-87bf-a244e6baa8cd,True
0_0431d506-05e8-42fd-b43a-3061d88cd3e9,13,13,t_c6c0ca2e-38ac-45f2-ab2d-5f9754a6e1da,True
0_043285f5-d0a1-43ab-8bde-682eb19dff1b,20,20,t_a7e1722d-3692-4924-a3b1-8c9da73c9157,False
0_0432dd4e-5ab2-45ac-af68-870c10df7391,20,20,t_f9d9ad34-8301-45c9-9dad-980281c038c4,True
0_0433a963-ca19-41b9-9386-69670b840111,20,20,t_ba086806-7e5e-4c88-9d47-f6948a617a63,False
0_0433e4ad-5fe5-4156-b67f-7f6b6ca1248b,20,20,t_33f22da9-b84d-47d7-9ba9-b60886ad953f,False
0_0433e66a-647e-474d-a662-9ac9a93a2fdb,10,10,t_b7c2ee5b-aaf7-4c23-9312-7fc323b84633,False
0_0434cfb5-c637-4eb0-8a0a-4eb4984014be,12,12,t_e9f11abe-5b11-44be-8fa3-8f2529905d9c,True
0_04355c92-1f54-4c0c-a69e-353e6f2e7661,17,17,t_0e3dec82-10b4-49f1-8c2e-cd19249f7d2c,True
0_0435717e-9382-4b2d-81e8-7fa9dfc2c6d7,20,20,t_62189344-23b8-4543-abab-fdcaf020c5f1,False
0_04367f4e-215b-4629-9a32-d39945d744bf,18,18,t_208f7150-821b-4e76-8145-e96866fc4c8a,False
0_043687e9-78ac-4098-9bbe-6210ea6d9f21,11,11,t_0b2fe06a-8363-4643-be6a-af0dde22a249,True
0_04374f0c-5bc2-4544-88b5-f7b7d8076fff,20,20,t_fb6c7e72-eae4-4176-b114-e91f99b71063,False
0_04377af2-b39c-4e29-b0a6-7c063f80132b,20,20,t_15f6865e-ee77-4bc8-9e53-eec24359a344,False
0_04379308-b311-4f72-817b-207c91a86594,10,10,t_a5b9fdb8-b822-43d2-9187-4c159d278422,False
0_0437eca8-8847-4baf-be10-85acbab7f950,20,20,t_8a6c8d16-2438-49aa-b720-7bd2c75646d2,True
0_0437fb8e-2aee-4f0c-b85e-1b3dfb0c5cb8,18,18,t_ace370ca-6c7b-4a06-a2fc-7c9a774e10de,True
0_04382de8-8df3-4e47-b50d-0c1c37dcc492,18,18,t_565b4f8e-0445-46d3-9ae9-3d04a8943fba,True
0_04382e75-6201-40bf-b2ae-d762bd1772d9,20,20,t_8d0c1ac0-afa4-400b-9560-38b850e966d2,False
0_04386f29-18e8-4dcb-bc15-8ff900a25c3b,20,20,t_7aaea20f-b4ed-4660-af36-c06e55b25a94,False
0_0438f1d0-ddf4-4664-81be-7482b86b16c5,17,17,t_de860a61-bb57-4386-9d5a-6ba111c4c266,False
0_043923b8-e6d4-4a22-bbb0-0c55fb1245ec,17,17,t_cd31f477-36d4-45d0-8c28-0a090b87fd77,True
0_04392c54-cb01-4630-b3c6-421b60adf64d,13,13,t_08cd802c-6e6f-42a1-a3e9-7b937513cc41,True
0_04398137-8d86-4e87-b46d-83dd9ea9701f,20,20,t_bd82ec83-79ac-4710-b3c7-154596b6308e,False
0_0439ad62-6025-4815-b3de-69bdf5827995,20,20,t_5fbd4de8-22e1-4f17-a24c-c35e14cd2b9a,True
0_043a31d1-6d0d-4e8e-91c5-ed5ddb2949a3,14,14,t_363a6e62-e476-44d0-8a4c-575c62b2e45f,True
0_043b0aa8-a03c-4b4b-adf6-e80498bf9e6f,20,20,t_5718ab08-3a15-4d3f-9e63-42b2f6805e31,True
0_043b406a-cf23-4059-b151-8c8a36293871,15,15,t_bacf06d3-9185-4183-84ea-ff0db51475ce,False
0_043c0b25-8663-4676-be71-5d53f08fa30e,20,20,t_98e73634-8f33-4275-b544-3451553f431e,False
0_043c1a7b-fd96-40ca-8397-6d6b030ac2b4,14,14,t_932059bc-cabd-4e00-8d0b-1cdd7c97e1a2,False
0_043c8f7e-a5d4-46d8-9359-34b78e6d5e8d,18,18,t_2dcb53fc-a82a-4255-be6e-8c4642f6aeaf,False
0_043d1f07-2c0e-41cd-a6eb-5d9d920ee4a2,20,20,t_d30471c7-4eb6-4578-8d73-ae8fd6a7eca6,True
0_043dca6c-6ab6-49a9-9c9b-2f75e9837c7d,10,10,t_ea7f11f0-fd74-408e-bae0-0fce61483616,True
0_043ded03-0510-4f74-be12-fbdb7b3fd6dc,12,12,t_3d5b2a5e-5436-407b-903a-b4e7f15d3b2e,True
0_043df57e-979c-4b92-bd7a-794ce318059b,20,20,t_5b7872fc-4600-4d6f-b8f9-2d6d0bfe547d,False
0_043e20be-1df2-499f-a8a9-169a838129ab,15,15,t_74eb6e99-210b-440c-8d7b-4db6617d1c80,True
0_043e9697-0fef-4cf9-8636-34b183543655,12,12,t_3708b5d6-9d52-4470-9484-fff045aba7b6,True
0_043ec576-ddb1-45da-94b7-864b6b0b7c9f,20,20,t_19d83dab-8109-4284-bd38-c5ffbf9229a4,True
0_043ee84c-01bf-4ec6-b722-3e696f6d3531,20,20,t_cc041d2d-0834-45b0-9277-a149d523ae21,False
0_043ef7f0-a3f5-4759-b261-459b3f68b3ab,20,20,t_5417cd48-5f01-4970-96d9-e1f1268c384e,False
0_043f4f02-a46f-454e-b7b9-961fcbcdef3c,20,20,t_1ec1868f-c9bd-4c4b-a03f-d131a594b666,True
0_04402623-288e-439b-834d-54624ed1d542,17,17,t_696ab8a4-321b-46fc-ac04-36fc07d37a30,False
0_044129c3-b328-4400-99cc-15723fab142e,20,20,t_a3cb1f1a-c227-4f4f-a5b9-074538178afc,False
0_04414457-492e-4378-a4d2-e4f51ddc7987,19,19,t_2c225ceb-15f0-435a-ac41-c48057c538ec,False
0_0441639f-dad7-405c-ad6b-e0e32f1d98bf,17,17,t_be5cc50c-fd6e-434b-9cbf-d6bbc4cd8fd0,True
0_0441b70e-a0af-454d-a6a5-9438300c0851,10,10,t_731148bc-4a4e-4c5d-b390-ee8184b86257,True
0_0441b889-891c-4ab5-aee8-0da6f9b23949,20,20,t_a66ea088-b357-449a-8a1e-64dd0b8d6cb5,False
0_04421929-c689-45d6-9567-447a693bf2f5,20,20,t_043b7b1a-444f-4d1c-9b46-c83895cb4d47,True
0_0442db27-7626-4f31-ac0a-691fbcef287a,20,20,t_b16fb8f4-174c-4f64-811c-7fd356e5d50d,False
0_04431e78-14c2-4dc1-b9cf-0738e75aee63,20,20,t_412d44e2-8127-4f0c-b139-3d404981145b,False
0_04437cc4-5543-4103-9a15-68f4a0a994e5,12,12,t_df306b65-e1b0-443d-b3aa-304d5354086c,True
0_0443a9aa-04cd-45c4-addc-67aaa28f9edf,20,20,t_83e89b87-a274-4455-bfa6-145847e4347a,True
0_0443d2ac-9af9-43c6-8ead-e3f2f0b76893,10,10,t_76823663-8007-4c85-b991-21904e90232d,False
0_04442f43-644a-4ab2-b600-9791040e23fc,18,18,t_46f35b15-c9ff-4d6f-913d-1c322d48cfc7,False
0_0444b309-10bc-440a-b847-80f063c8486d,20,20,t_3f41deb4-f15b-4a7e-a1cd-02fe801f199a,True
0_0444ffc7-b9f0-4a3a-a491-5c53992e5943,14,14,t_1c5ef03b-7a70-4230-9e1e-fde6d619cabe,False
0_044511f2-8e4b-4376-bfd9-c6d26435906d,20,20,t_a8478162-53da-4ff0-82b5-9a7fda55067b,False
0_04451adf-4280-4dd1-9f28-f965041c3fbf,10,10,t_9f927e08-8d74-4ea9-801f-d694fb7ded38,True
0_04452794-0084-4712-9808-1845d338c8b9,11,11,t_f51d2bc2-2ffd-41d6-98cd-a3f79974a016,False
0_044566e2-b596-4ec3-a6a4-a0f2be3ccacd,20,20,t_ce6cbaa6-9042-44bf-841e-4d53b15e8a68,False
0_0445b2ce-9b78-4dc9-a68e-69d3d91c8bc5,20,20,t_f5f6a836-6d24-4731-a115-6f93209cab11,False
0_0446d2a8-5cc8-42ec-aeb3-79ce5ccb2239,20,20,t_8c744e9e-9ffa-4885-8b33-01eaf8327380,True
0_0446d891-fedc-4058-9680-43dcf079a128,15,15,t_bf17338d-830d-4890-b8e9-8ba41bb3349f,True
0_044700a6-98cb-402f-b395-0f35624ec352,11,11,t_e50c45e4-52d8-4fc7-abfa-f6abdcc7339d,True
0_04471043-df5b-4a91-8f8a-e46c9b98d5b6,10,10,t_0c8e6388-219d-4a00-a77b-b9b4d9fb3d43,True
0_04472b4a-82b6-4bd5-9e0f-476f337c63d1,16,16,t_604c6a9d-1e48-4608-9c0e-ac1447808049,True
0_0447881f-b5f8-4ee9-8aa0-8bbb4269cd6f,12,12,t_670c5836-1c2d-48af-9422-dc1a4185f21b,True
0_04479fda-26c2-4c0d-a5b6-1501316b2659,20,20,t_349327cb-ac46-4653-8dc3-94316681743a,False
0_0447c2fc-a790-4a31-9091-a820cd39ad2a,15,15,t_11e02ce1-64f0-412f-bafa-c748554ca4c9,False
0_0447f469-e884-401c-84f2-b17a8b41a19a,19,19,t_75053703-40ac-4bd3-9645-810ae9d1ae89,True
0_04482b43-5b99-4c5a-bf6b-9b47be5bbaa8,12,12,t_2620b3df-da02-4034-a550-fa1379aefd39,False
0_044856ae-215e-4c23-8026-d324e78c29a9,20,20,t_9d047b92-d8e3-4a89-904e-edb95bfc8f03,False
0_0448c23a-59fc-460b-a82a-6da669a156ba,20,20,t_f8b241f3-8f4a-4db5-869e-e53029993105,False
0_044934b5-33b1-41c3-9193-ec4fbb63719d,15,15,t_fce1aad4-2a97-4e81-8151-e890b7dfc478,False
0_04496947-3d2f-4db5-8d54-d59a5bdfad4a,11,11,t_29a3895e-2c91-49a6-9383-6a71c597390d,False
0_04499670-911b-45cf-9d07-a32d2a66899e,17,17,t_2de5eaff-fb48-4114-a929-a38b5ee08f8d,True
0_044a391f-37c6-422b-9cd1-7a3ec54cc19b,10,10,t_5e6d0cbc-0a5a-410e-8f29-52ae8fa04d4b,True
0_044a5ef1-ebb3-4b74-866f-97a4988205f8,20,20,t_7e616ed3-115f-4a97-b90e-d128c392fae0,False
0_044a8590-534e-44fe-be23-1c803e8ff861,11,11,t_745031d9-54ea-4889-95d0-5ac5155d1902,True
0_044b6aa8-fe12-4b30-8a47-7c0950aadf2b,20,20,t_cfc367b0-a18d-4541-83c9-b057ab6989cf,True
0_044bb2be-4f52-416c-8c8f-4029525dfb76,18,18,t_92832d25-1451-40ed-94df-96adf55eb465,True
0_044bf565-353c-4eda-98ae-aa0b2823641d,13,13,t_1366bffb-1890-4adb-84e2-58aa9d4dfd97,True
0_044bfd51-5a6b-45d0-adfd-34c0cbf41c9a,14,14,t_6af5de9f-d439-4da0-8c73-f7ba4ef3936b,False
0_044c7482-2175-4707-9958-0b4fa4cc4bf6,20,20,t_4429a889-6add-4e7c-850f-fc88c0b3add4,False
0_044d0462-2cb4-42a2-be9d-9c22eefc986b,20,20,t_1a510dbe-7850-414f-9039-ec2da5f4ae30,False
0_044d1e7d-fdaa-46f7-acfc-672740c193ed,20,20,t_0df395fa-563a-4e42-b6e4-848519da065a,False
0_044d3b14-d271-4784-ad63-cde5e3356f97,20,20,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,True
0_044d9d8d-9d36-408c-b3c9-8a66fb949331,13,13,t_bacf06d3-9185-4183-84ea-ff0db51475ce,True
0_044e126f-6987-41f2-a68b-c1cbba16efd8,20,20,t_9ec3b89b-1bf4-47c5-822b-5bb66ca3e79e,False
0_044e7cf4-de57-4ae6-86a7-c04a0dee2941,20,20,t_c2dbb802-4ac4-471e-be01-ddefe44c4bb4,True
0_044ece74-746a-492d-ba4d-fce84e00d6bb,15,15,t_b598e81d-c7dc-4bee-8c30-308e7b0cca2f,True
0_044f9309-8616-44f9-aaf6-8e14586034d8,11,11,t_2786cd62-afa3-4335-a07f-01131fa38b22,True
0_044fb2c9-f542-4d0f-a90f-74ef4f8316cd,20,20,t_5a1031e3-b5b6-4caf-a971-d9e62a50c0d9,False
0_044fc4c5-b539-4f95-a236-73c4fbfc11a3,10,10,t_77b02acb-1b1f-4b36-b8fc-2c3e01892b9a,False
0_045057c8-550b-4a1f-b0f2-a3c2016b6f61,20,20,t_3f5dd967-e7a5-4c16-b924-55430d37eae5,False
0_04506d12-19a1-42f2-bac4-8e8c32993ce3,16,16,t_d1f75564-7751-48a3-900f-beb7268d654b,True
0_0450e70d-8399-4818-a31f-42303e26b74f,20,20,t_12eedb33-c2cc-492f-8c34-fea66d9fa4df,False
0_04514681-2986-48e2-ba57-e4aae21e68ec,20,20,t_ac1a31ac-fa55-40ce-99ab-1ea38e255937,False
0_04522fe5-3253-452a-a485-d676ae5223ec,14,14,t_9229bbff-130d-4668-8e84-6b35c7b7cea0,True
0_04523c5d-c382-4afd-9b69-3a565f62070c,12,12,t_6a534b65-36f8-4a26-98e1-dd86b54c8dbb,True
0_04524e88-e371-47a6-bec0-accb40eebc28,15,15,t_29a3895e-2c91-49a6-9383-6a71c597390d,False
0_04539148-a494-4cbe-9e3b-ff1398b57256,20,20,t_2c972f72-b9aa-45f6-8b64-574d2ab38fe6,False
0_0453bb1f-896c-4409-8ae7-74b705e8999f,11,11,t_a5501e63-43a3-4ac5-91b6-05aaa6102811,True
0_0453f2c9-8283-46cf-af8b-e0bedd183e3b,20,20,t_40c8e69e-f5d9-48ff-a9de-e62fcb78d3b7,False
0_0455b7b4-4e5d-4006-aa25-6a1cd629fd38,14,14,t_52e44dad-ae7f-448a-87ad-53c43296ef68,True
0_045611d6-e969-49b5-90f8-cd6b518455be,20,20,t_c7f32315-f35e-432f-b956-99c8dacb9ffe,False
0_04563f05-ab1e-401e-893e-3bba07ee4f8a,20,20,t_15e8b6df-2ca5-41dd-8fc1-fff681271d83,False
0_04565a61-5ffe-4392-9619-3c72be1a3dfa,13,13,t_2c2dda4f-619b-4ab0-afdd-4f00d76d5760,True
0_04565f8d-d8ce-4388-be35-be96b55eff45,11,11,t_fbd126ea-71f5-4c51-8a79-93c2afaa0b86,True
0_04569562-050a-48f3-81e9-3d6134f257f5,10,10,t_d8390b9b-ba58-4011-9e05-e29fd43b4396,True
0_04569f31-13f6-40ee-8a0d-b61ff1ffd387,13,13,t_b030f071-32d7-40ca-8414-ab621e4e64a7,False
0_04578f8c-1a84-4222-8758-bf5a844f1a43,10,10,t_9414154c-7a56-42d4-a10f-75e0425c3e2b,True
0_0457e180-2a1a-4033-90ea-fe4877381bd6,16,16,t_9234249e-4b9d-4653-99db-a17d9eee3c3e,True
0_04584b2d-3b05-4d46-9242-d27e1b7983b9,14,14,t_13a577d9-9764-4b4a-8c7f-b78c8c7fe315,False
0_04587358-de4d-406e-8058-a986acb3afb8,20,20,t_9ab95ec2-ddcb-4fc8-9850-6adc4a35ac54,True
0_04589a66-6983-47ff-a2ba-64fdcba545af,20,20,t_3eb6f645-5a52-463d-8b05-8800639a91a6,False
0_04597465-0117-4dc5-874b-f13157874f62,20,20,t_6d12afc6-b2f9-41de-a8ff-033d3325de76,False
0_0459b342-3e32-4668-ba53-db0e85938831,18,18,t_7f6c02bb-db19-485b-936a-de8097cbc8f3,False
0_045a1799-3a73-4d46-83f1-1a69861c66c0,20,20,t_a31ca83d-bede-40aa-b774-770a69c4dad0,False
0_045b42b0-1e21-461c-8f94-a15ee7b7701b,20,20,t_3a2b0147-91cf-4445-9384-568bb3588ed2,False
0_045b6fc8-faed-4431-b303-4062df97ebec,20,20,t_04b03424-48d1-47c4-bf09-9fa5ee60062a,False
0_045b7d07-e18c-441a-81aa-eeea8036bb72,20,20,t_97cad09d-d557-487e-8b58-fc1e24d2dee9,False
0_045c00da-b9ce-494d-92d5-d50729487342,20,20,t_0e3dec82-10b4-49f1-8c2e-cd19249f7d2c,True
0_045c6344-b376-4872-86a3-91114eee79a3,20,20,t_c07c69ad-e9d5-4b0a-bcda-e15412d18e47,False
0_045d25bb-444a-46ca-8699-d49aa24c4e18,20,20,t_cb6de631-e677-44be-9832-e6beb444ae78,False
0_045d7ab0-3637-4d12-9507-0aca34e5636d,20,20,t_a4686efe-2525-476c-82a4-e16d3d81c1a6,False
0_045dc881-bcd5-4e37-960a-0c7418797edb,11,11,t_dab05c77-3736-4b4b-938b-31a8b5142057,False
0_045e80a8-f9bd-4e44-94da-62a1f0e60b9d,20,20,t_9229bbff-130d-4668-8e84-6b35c7b7cea0,False
0_045f2664-6ff7-4b5c-8efd-bb61ef269e78,12,12,t_f5b9497b-bf74-4d18-aea9-8d5de52c0c38,True
0_045f7b4b-9e00-4afd-9b78-da0f602b1b3a,12,12,t_b362a386-e30e-46be-bb44-af6efd02260f,True
0_045f93bb-1fc4-4c09-808c-04f4362e843c,10,10,t_5f2e6e34-b9ff-47e7-b5a4-38ab7f70de7b,True
0_045fd281-675c-42a0-b0d7-81bb865ac97c,20,20,t_9bd07502-8e5f-4744-83d3-459ac637cf6a,False
0_04605fc4-c5e7-4314-ab93-806df6a9ad54,10,10,t_aafe2029-4772-417b-ab7e-cd4f0d6417b5,False
0_04613e89-f2e4-4917-a3d4-32d5cffb1fa6,20,20,t_29a3895e-2c91-49a6-9383-6a71c597390d,False
0_046170ff-26cb-4fe2-ac2f-50d77b31d153,20,20,t_d0fec3d1-8c82-4885-a35e-f46567884532,False
0_046193e1-6cb8-4c70-b4bd-8ccca6edae93,20,20,t_e8308b79-41cf-4b31-b159-df093b592b41,False
0_0461f194-e444-4311-b77a-6d28eee6e950,12,12,t_a9c4bad5-cbb2-4fe5-819b-4c67a3b8d200,True
0_046217dc-2fb0-4060-9c39-91b8f49b07a6,20,20,t_63e08d49-eccc-4147-9d56-8425a6ba25da,False
